Blog	The Superficial - Because You're Ugly	Wonkette	Publishing 2.0	Eschaton	Blog Maverick	Mashable!	we make money not art	GigaOM	Joho the Blog	Neil Gaiman's Journal	Signal vs. Noise	lifehack.org	Hot Air	Online Marketing Report	Kotaku	Talking Points Memo: by Joshua Micah Marshall	John Battelle's Searchblog	43 Folders	Daily Kos	Deadspin	Go Fug Yourself	O'Reilly Radar	Andrew Sullivan | The Daily Dish	Lifehacker	Google Operating System	Valleywag	Gizmodo	ScienceBlogs : Combined Feed	Michelle Malkin	SimpleBits	Slashdot	Gothamist	BuzzMachine	Sifry's Alerts	Topix.net Weblog	The Viral Garden	Micro Persuasion	Cool Hunting	SpikedHumor	flagrantdisregard	Search Engine Watch Blog	Joystiq	Download Squad	Captain's Quarters	MAKE Magazine	Engadget	CoolerHeads Prevail	Power Line	Techdirt	Official Google Blog	The Blotter	Treehugger	Crooks and Liars	TMZ.com	Bloggers Blog: Blogging the Blogsphere	Schneier on Security	Search Engine Roundtable	Copyblogger	Think Progress	Scobleizer - Tech Geek Blogger	Shoemoney - Skills to pay the bills	Little Green Footballs	456 Berea Street	Signum sine tinnitu--by Guy Kawasaki	Pharyngula	TechEBlog	Creating Passionate Users	TechCrunch	Wired News: Top Stories	PaulStamatiou.com	Dave Shea's mezzoblue	Steve Pavlina's Personal Development Blog	NewsBusters.org - Exposing Liberal Media Bias	kottke.org	MetaFilter	ongoing	Oilman	Instapundit.com	Joi Ito's Web	A Consuming Experience (full feed)	Matt Cutts: Gadgets, Google, and SEO	The Unofficial Apple Weblog (TUAW)	Joel on Software	Boing Boing	Bloglines | News	Quick Online Tips	PerezHilton.com	Derek Powazek	Jeremy Zawodny's blog	"gapingvoid: ""cartoons drawn on the back of business cards"""	Autoblog	Google Blogoscoped	plasticbag.org	Gawker	Read/WriteWeb	WWdN: In Exile	ProBlogger Blog Tips	Seth's Blog	The Huffington Post | Raw Feed
young	1	3	1	1	2	0	0	1	0	3	0	1	0	0	1	1	0	0	4	3	0	0	0	2	0	3	0	1	0	0	0	1	1	0	0	0	0	2	3	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	2
try	0	5	0	1	9	0	4	1	1	2	3	1	0	1	3	0	0	1	3	4	0	1	0	4	5	1	2	4	0	0	2	2	0	5	0	4	1	1	0	0	0	1	4	0	2	0	1	0	5	3	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	2	0	1	8	0	0	0	0	1	2	0	3	0	2	2	0	1	0	0	2
move	0	0	1	0	5	3	3	0	0	1	1	0	0	0	0	0	0	0	1	3	0	2	0	3	0	1	0	0	0	0	2	4	1	1	0	9	0	0	0	1	0	1	5	0	0	2	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	1	0	0	2	1	0	0	1	0	3	0	0	0	1
system	0	1	0	1	5	0	32	2	1	1	1	0	0	0	7	0	0	1	1	0	0	4	0	2	11	5	4	0	0	0	0	1	0	5	2	0	0	1	2	0	1	2	1	0	8	2	0	0	3	1	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	0	1	0	2	0	0	2	0	0	2	1	3	2	0	0	0	3	0	21	1	2	0	5	0	0	0	1
face	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	3	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	1	1	0	0	1	2	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	1	1	0	0	0	0	7	0	0	0	0	2
fact	0	2	0	2	12	0	2	0	1	1	1	0	2	0	4	0	1	0	4	4	1	1	0	2	4	2	2	6	0	0	0	9	0	3	0	2	0	0	0	0	0	0	1	0	2	5	0	0	6	1	0	1	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	2	0	0	2	3	0	0	1	4
bring	0	5	0	0	4	0	1	1	1	1	0	0	1	0	1	0	0	0	2	3	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	1	1	0	1	0	1	2	0	0	1	3	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	4	0	0	1	3	0	0	1	0
should	0	4	2	1	12	0	5	0	3	5	3	3	1	0	6	1	0	3	5	12	0	5	0	8	7	4	1	8	1	0	3	12	1	1	0	6	0	0	2	1	0	3	2	0	1	9	0	0	7	1	0	1	0	0	3	1	1	0	1	4	0	6	8	0	0	0	5	0	1	1	0	0	1	5	0	1	1	0	1	3	1	3	4	0	3	1	0	1	3	0	4	0	8	7	4	1	1	2	10
site	1	0	2	0	12	3	1	0	0	1	7	0	0	3	14	0	0	0	3	3	0	13	0	11	23	15	4	3	1	12	2	8	0	5	2	4	2	1	0	3	0	4	4	0	1	5	0	0	6	2	0	8	0	0	6	0	1	0	0	2	2	2	21	0	1	1	0	1	1	4	0	0	0	10	0	0	1	0	0	2	0	3	0	3	2	8	1	1	2	0	1	2	7	1	5	0	2	2	0
government	1	5	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	1	1	0	2	0	1	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	8	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	2	0	2	1	1	3	0	0	0	0	0	0	0	2
software	0	0	2	0	5	0	5	3	0	1	3	0	0	1	1	0	0	0	0	0	0	6	0	6	5	4	1	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	25	0	0	6	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	12	18	0	1	2	1	0	0	0	0	0	1	0	10	0	0	0	0
announced	0	0	1	0	2	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	3	0	2	9	0	0	1	1	2	0	0	0	1	0	0	0	0	2	1	1	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	1	0	1	3	0	1	0	2	0	2	0	0
interview	0	3	0	0	1	0	5	0	0	0	0	1	1	0	1	0	1	1	1	4	0	0	0	0	0	1	0	2	1	0	0	3	2	7	0	11	0	0	4	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	5	0	0	0	5
standard	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	11	1	0	0	1	0	5	0	0	2	2	0	0	0	0
created	0	1	0	0	5	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	17	0	3	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	1	0	0	0	0	1	0	1	0	0	0	1	0	3
air	0	1	0	0	2	0	1	0	2	1	1	0	1	1	0	0	0	0	1	2	0	0	0	1	0	0	2	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	3	0	1	2	0	2	2	0	0	1	0	2	0	1	0	0	3	0	13	0	0	0	0	0	0	0	2
launched	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	2	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	3	0	2	1	0	0	1	2	0	0	1	0	1	0	0	0	5	0	1	0	0
photo	0	1	0	0	0	0	3	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	1	2	6	3	0	0	1	1	0	0	0	0	0	0	2	0	0	1	6	0	5	0	4	0	0	2	0	1	0	6	1	0	0	0	0	2	0	2	3	0	0	0	0	1	0	0	0	0	0	9	0	1	0	0	1	0	0	2	0	0	0	4	0	3	1	0	2	0	0	3	7	0	0	0	0
board	0	0	0	0	0	0	1	1	1	0	9	0	0	1	0	0	0	0	0	2	0	0	1	1	0	7	0	4	1	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	1	0	2	0	0	1	7	0	0	0	0	0	1	0	2	0	1	2	0	0	1	0	0
post	0	8	1	0	16	1	1	0	0	2	1	0	0	19	5	0	1	0	1	4	0	1	0	5	4	9	1	80	1	0	0	16	5	10	0	20	1	56	0	0	1	1	2	2	2	1	2	3	1	5	0	9	1	0	11	0	1	5	4	4	0	1	24	0	21	0	0	1	0	7	2	8	5	3	0	1	1	0	6	4	0	1	1	0	8	1	1	4	9	1	1	0	8	7	5	0	14	1	1
months	1	0	1	0	1	0	4	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	0	2	0	1	2	0	0	0	0	3	1	24	0	5	0	1	0	1	1	1	2	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	3	2	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	4	0	1	1	0	2	0	1	0	3	0	0	0	1
war	0	3	0	7	3	0	1	0	0	2	0	0	1	0	7	2	0	0	22	1	0	0	2	0	0	0	0	2	2	0	0	0	1	0	0	1	1	0	0	0	0	7	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	12	1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	9
true	0	3	0	0	7	0	0	0	1	0	0	0	0	1	2	0	0	0	1	3	0	0	0	1	2	3	1	1	0	1	0	1	0	1	0	4	0	0	1	0	0	0	1	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	1	0	0	2	0	1	2	0	0	1	0	4
car	0	1	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	8	0	0	0	1	3	0	4	4	0	0	0	3	1	0	0	0	0	0	1	0	1	0	0	0	5	2	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	1	0	54	1	1	1	1	0	0	2	0
heard	0	9	0	0	3	0	2	0	0	5	0	0	0	2	3	1	0	0	1	2	0	1	0	0	0	2	1	2	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	4	0	0	0	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	1
happen	0	1	0	0	7	0	2	0	0	0	1	0	0	0	0	0	0	0	2	2	0	2	0	1	3	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	1	0	2	0	2	0	0	0	0
looking	1	3	1	0	3	0	4	0	1	2	3	0	0	0	0	0	1	0	0	5	0	1	0	7	0	2	2	1	0	1	0	10	1	1	0	4	0	1	0	1	0	0	3	0	3	4	1	0	1	1	0	3	0	0	0	0	1	1	0	2	0	0	4	0	1	1	0	0	0	1	0	0	1	3	0	2	0	2	1	1	0	1	2	2	2	1	0	2	6	0	1	0	2	11	3	0	0	0	0
card	0	0	0	0	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	6	0	4	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	4	0	0	0	0	0	0	2	2	1	0	0	0	1
care	0	1	2	1	6	0	6	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	1	2	0	2	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	4
national	0	8	0	1	7	0	1	1	1	1	0	0	0	0	0	1	0	0	7	5	0	0	2	1	0	1	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	1	0	0	0	2	0	0	3	0	0	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	2	0	0	0	0	2
price	0	0	0	0	12	0	1	0	0	0	5	0	0	0	20	0	0	0	1	1	0	1	0	1	1	2	13	0	0	0	0	2	0	1	0	0	0	0	0	0	1	2	2	0	0	15	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	3	3	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0
between	0	2	1	0	6	0	4	0	0	4	4	0	0	1	2	0	0	0	2	2	0	3	0	1	1	2	2	3	0	0	4	13	0	2	0	2	0	2	1	0	0	1	0	1	0	3	1	0	1	2	1	1	0	0	3	1	0	0	0	1	0	6	1	2	0	0	0	0	0	0	0	0	1	3	0	3	0	0	1	1	0	0	2	1	3	1	0	2	0	0	3	0	2	7	0	0	0	0	2
comment	0	1	0	0	0	0	0	0	0	0	1	0	0	18	2	0	0	0	1	1	0	0	0	2	0	10	0	0	0	0	0	38	0	1	0	3	0	0	0	0	0	1	1	3	46	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	15	0	0	0	0	1	0	0	0	0	4	0	1	0	1	2	0	0	0	0	1
rules	0	2	0	0	10	0	1	0	0	3	2	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	2	1	6	0	1	4	0	0	0	0	1	1	0	0	0	0
lot	0	4	1	2	7	0	7	1	0	4	4	2	0	0	2	0	0	1	0	1	3	2	0	6	5	2	1	4	0	0	1	7	0	6	0	0	0	1	0	1	1	1	3	0	1	0	0	0	7	2	0	0	0	0	1	1	0	0	0	4	2	1	7	0	2	0	1	0	0	0	0	1	1	3	0	3	1	1	2	0	0	2	5	1	0	0	0	0	4	0	2	0	0	2	5	1	2	1	4
iraq	0	18	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	3	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10
family	0	9	0	0	6	0	0	0	0	0	1	0	0	2	0	0	0	1	1	2	0	0	0	7	1	1	0	1	0	0	1	0	0	2	0	1	0	1	10	1	2	0	0	0	0	0	2	0	2	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	4	0	1	0	0	5
takes	0	0	0	1	3	1	5	0	0	1	2	0	0	1	1	0	0	0	1	0	0	4	0	2	2	1	0	1	1	0	0	1	2	0	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	2	2	1	1	0	0	2	1	0	0	0	0	0	0	2	0	2	4	3	0	1	0	5
taken	2	2	0	0	2	1	4	0	0	3	0	0	0	0	1	0	0	0	3	2	0	0	1	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	2	1	0	0	2	1	0	1	1	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	1
history	1	5	0	0	6	0	1	0	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	3	0	3	0	3	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	1	3	4	1	0	0	1
help	1	4	1	0	5	0	4	1	0	4	12	0	0	0	1	0	1	1	6	2	0	2	0	5	4	1	1	1	0	0	0	6	0	5	0	2	0	1	0	2	0	0	8	0	1	3	1	0	4	10	0	0	0	0	1	1	0	0	0	2	0	1	2	0	0	0	3	1	1	2	0	0	1	3	0	0	1	0	1	1	0	3	2	1	0	4	0	1	4	0	3	1	1	3	2	0	0	0	9
soon	0	2	0	0	1	0	5	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	2	1	3	3	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	2	0	0	1	2	1	1	0	1	4	0	1	4	1	0	0	0	0
issue	0	0	0	4	4	0	2	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0	1	2	0	3	0	8	0	0	1	4	0	1	0	2	0	1	0	0	1	0	2	0	0	1	0	0	8	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1	0	0	2	0	5	1	0	3	0	0	0	0	1	3	0	0	0	0	2
reason	0	3	1	0	5	1	2	0	0	2	2	0	0	0	4	0	0	0	2	4	0	0	1	2	0	1	0	2	0	0	3	3	0	2	0	5	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0
launch	0	0	0	0	1	2	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	1	1	0	2	1	0	0	0	0	0	2	7	3	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	2	0	1	1	2	0	0	0	0
look	3	6	2	0	8	0	6	0	0	3	4	1	0	1	2	1	0	0	0	4	0	5	2	3	3	2	2	6	1	0	0	7	2	10	1	2	1	1	2	0	0	6	3	1	3	4	1	0	3	1	0	3	0	0	0	0	0	0	0	2	0	2	5	0	2	2	0	1	0	3	1	0	0	8	0	5	1	1	1	1	1	2	6	2	0	1	2	1	6	0	7	1	1	7	4	0	3	0	3
ready	3	0	0	1	2	0	0	0	0	0	1	0	0	0	8	0	0	0	3	1	0	0	0	1	0	3	0	0	0	1	2	1	0	0	0	0	2	0	0	0	0	0	3	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
game	0	1	0	0	19	0	25	5	0	1	0	0	0	0	34	0	0	0	0	30	0	5	0	3	0	0	0	3	0	0	10	14	0	0	0	0	1	1	2	0	1	33	3	0	2	3	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0
within	0	0	0	0	1	0	2	1	0	1	0	1	0	0	0	0	0	0	2	1	0	3	1	0	1	2	0	2	0	1	1	2	0	2	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	1	0	3	0	1	0	0	0	1
win	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	2	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	5	0	0	0	0	2	0	0	3	0	0	0	0	2
started	0	1	0	0	2	1	1	0	1	2	0	0	0	0	1	0	1	0	1	1	0	1	0	2	1	2	1	0	0	1	1	2	0	2	0	3	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	2	0	1	0	2	2	1	1	0	1	0	1	2	0	1	0	0	2
hands	1	1	1	0	1	0	8	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	1	0	1	2	3	1	0	0	0	2	0	0	0	1	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	2	1	0	4	0	0	1	0	1
completely	1	3	0	0	7	0	5	0	0	1	1	0	0	0	0	2	0	1	0	2	0	1	0	1	1	1	0	1	0	0	1	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0
buy	0	1	0	0	20	1	2	0	0	0	4	0	0	0	1	0	1	1	1	0	0	1	0	2	1	3	10	2	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	4	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	1	0	3	0	0	1	0	0	1	0	1	0	0	0	0	1
based	1	0	2	0	12	4	7	4	0	0	2	1	0	0	1	0	0	0	1	0	0	6	0	3	2	2	2	3	0	0	1	3	0	4	1	1	1	6	0	0	2	1	0	0	3	4	1	0	2	4	0	1	0	0	5	1	2	0	0	0	1	2	3	0	0	1	0	6	0	1	1	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	9	0	0	0	9	1	0	0	1
demo	0	0	0	0	3	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
well	1	8	1	4	24	0	19	2	2	15	1	0	0	1	6	0	2	3	5	13	1	1	1	6	3	8	8	8	0	1	0	16	1	9	0	7	0	0	1	2	0	4	9	1	4	14	6	0	12	3	0	1	0	2	4	0	0	1	0	8	0	5	5	0	0	0	0	1	1	6	0	0	1	11	1	3	5	0	3	2	0	3	4	1	1	2	0	2	7	1	15	1	6	5	6	1	1	1	7
page	1	4	4	1	8	0	0	0	1	1	3	2	0	3	1	0	1	0	1	1	0	3	0	4	15	4	8	1	0	2	0	1	0	3	0	1	2	1	0	0	4	0	4	0	6	4	0	1	0	3	0	0	1	0	0	0	2	0	0	2	1	1	9	0	0	0	0	0	0	10	2	0	1	1	0	0	0	0	0	4	2	1	6	0	4	5	3	1	2	0	0	6	2	6	7	0	3	1	2
washington	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	5	0	2	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0
stories	0	2	0	0	5	0	0	1	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0	1	0	3	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1
friends	3	2	0	1	5	0	0	0	0	4	1	1	0	0	2	0	0	0	0	3	1	0	0	2	5	5	0	0	1	0	0	6	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	6	0	0	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	2	0	0	2	3	0	1	0	2	4	3	0	0	0	0
president	0	9	0	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	12	0	0	0	5	0	1	0	1	4	2	0	1	5	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	3	1	1	1	1	3	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	3	1	0	0	0	17
weeks	0	3	0	0	0	1	2	0	0	2	1	0	0	0	1	0	0	2	2	0	0	1	0	0	0	1	0	1	0	0	1	6	0	5	0	3	0	0	0	0	0	1	0	2	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	2	0	0	0	1	2	0	1	0	0	0	7	0	2	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	2	0	0	1	0	3
side	0	1	0	1	5	0	4	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	6	0	0	2	1	0	0	1	8	0	0	0	0	0	0	0	0	0	0	1	1	0	5	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	1	1	2	0	0	1	0	0	1	0	0	0	1	0	0	2	0	6	0	0	3	3	0	2	0	0
